customer_id,signup_date,customer_segment,city,age_group
CUST-02289,13/04/2023,New Customer,Cairo,45-54
CUST-02290,2023-11-23,VIP,Giza,25-34
CUST-02291,2025-05-16,VIP,Zagazig,18-24
CUST-02292,2024-09-01,VIP,Cairo,45-54
CUST-02293,02-24-2024,New Customer,Giza,45-54
CUST-02294,2023-12-24,New Customer,Cairo,45-54
CUST-02295,2024-07-13,Occasional Buyer,tanta,25-34
CUST-02296,05-14-2023,Occasional Buyer,Aswan ,45-54
CUST-02297,2025-08-11,New Customer,Aswan,18-24
CUST-02298,05-10-2023,VIP,Tanta,25-34
CUST-02299,07-01-2024,VIP,Cairo,25-34
CUST-02300,2024-04-25,New Customer,Luxor,45-54
CUST-02301,09-27-2025,New Customer,Mansoura,18-24
CUST-02302,22/01/2025,Returning Customer,Luxor,35-44
CUST-02303,10-26-2023,VIP,Zagazig,55+
CUST-02304,02/04/2025,VIP,Zagazig,25-34
CUST-02305,09/10/2025,VIP,Hurghada,18-24
CUST-02306,02/06/2024,VIP,Alexandria,45-54
CUST-02307,03/12/2023,Returning Customer,Cairo,55+
CUST-02308,2023-11-23,Returning Customer,Port Said,45-54
CUST-02309,2023-06-17,New Customer,Aswan,55+
CUST-02310,01-09-2023,Returning Customer,Tanta,35-44
CUST-02311,28/09/2025,VIP,Giza,45-54
CUST-02312,2025-12-07,VIP,Aswan,18-24
CUST-02313,2024-04-07,Returning Customer,Luxor,55+
CUST-02314,2023-08-09,New Customer,Luxor,35-44
CUST-02315,10/05/2024,Returning Customer,Aswan,18-24
CUST-02316,2024-01-27,New Customer,Cairo,25-34
CUST-02317,2024-01-16,VIP,Giza,18-24
CUST-02318,05-14-2025,Occasional Buyer, Zagazig,35-44
CUST-02319,03/12/2024,Returning Customer,Aswan,55+
CUST-02320,09-06-2025,New Customer,Port Said,18-24
CUST-02321,20/10/2025,New Customer,Zagazig,45-54
CUST-02322,2025-02-24,Occasional Buyer,Hurghada,55+
CUST-02323,2024-12-19,Occasional Buyer,Luxor ,18-24
CUST-02324,08-30-2025,New Customer,Tanta,45-54
CUST-02325,2025-02-16,Occasional Buyer,ZAGAZIG,55+
CUST-02326,07-13-2025,Occasional Buyer,mansoura,55+
CUST-02327,27/02/2023,New Customer,Hurghada,45-54
CUST-02328,16/07/2024,New Customer,Port Said,18-24
CUST-02329,2025-11-24,Occasional Buyer,Luxor,25-34
CUST-02330,03-23-2023,VIP,Tanta,25-34
CUST-02331,07/06/2023,Occasional Buyer,Mansoura,45-54
CUST-02332,2023-12-28,VIP,Aswan,35-44
CUST-02333,10-07-2025,Occasional Buyer,Mansoura,18-24
CUST-02334,2023-07-27,Returning Customer,Alexandria,55+
CUST-02335,18/02/2023,VIP,Luxor,45-54
CUST-02336,02-12-2023,VIP,Hurghada,18-24
CUST-02337,2025-05-07,VIP,Luxor,45-54
CUST-02338,2023-05-18,VIP,Giza,35-44
CUST-02339,08-30-2025,Returning Customer,Aswan,25-34
CUST-02340,2023-09-05,New Customer,Cairo,25-34
CUST-02341,02/07/2025,VIP,Hurghada,25-34
CUST-02342,04-26-2025,New Customer,Giza,25-34
CUST-02343,09-07-2024,Occasional Buyer,Alexandria,55+
CUST-02344,01-25-2023,VIP,Giza,18-24
CUST-02345,13/09/2024,Returning Customer,Alexandria,25-34
CUST-02346,22/01/2024,Occasional Buyer,Luxor,25-34
CUST-02347,03-05-2025,New Customer,Hurghada,25-34
CUST-02348,2025-11-10,Occasional Buyer,Alexandria,18-24
CUST-02349,12-04-2023,Occasional Buyer,Mansoura,35-44
CUST-02350,06/04/2024,New Customer,Tanta,18-24
CUST-02351,2024-10-18,Returning Customer,Aswan,35-44
CUST-02352,03-11-2025,Returning Customer,Luxor,25-34
CUST-02353,09-08-2025,Occasional Buyer,Port Said,25-34
CUST-02354,05-09-2024,VIP,Port Said,18-24
CUST-02355,2025-06-05,Occasional Buyer,Port Said,25-34
CUST-02356,23/03/2023,Occasional Buyer,Zagazig,35-44
CUST-02357,09-13-2024,VIP,Hurghada,45-54
CUST-02358,13/11/2025,Returning Customer,Luxor,18-24
CUST-02359,09-29-2025,New Customer,Zagazig,35-44
CUST-02360,07-09-2024,Returning Customer,Tanta,35-44
CUST-02361,2024-05-05,VIP,Port Said,25-34
CUST-02362,11-17-2024,Occasional Buyer,Hurghada,55+
CUST-02363,05-18-2025,Returning Customer,Mansoura,35-44
CUST-02364,01-25-2024,VIP,Zagazig,45-54
CUST-02365,2025-12-01,VIP,Alexandria,25-34
CUST-02366,11-21-2024,Occasional Buyer,Alexandria,45-54
CUST-02367,09-18-2025,Occasional Buyer,Tanta,25-34
CUST-02368,2024-06-05,VIP,Port Said,45-54
CUST-02369,2025-03-16,Returning Customer,Cairo,35-44
CUST-02370,10-10-2025,VIP,Luxor,45-54
CUST-02371,2024-02-12,Occasional Buyer,Tanta,45-54
CUST-02372,10/08/2023,Occasional Buyer,Luxor,25-34
CUST-02373,06/01/2024,New Customer,Giza,35-44
CUST-02374,08-09-2023,VIP,Hurghada,18-24
CUST-02375,2025-05-16,New Customer,MANSOURA,55+
CUST-02376,21/07/2024,Returning Customer,Tanta,55+
CUST-02377,30/06/2024,Returning Customer,Hurghada,55+
CUST-02378,2024-10-10,Occasional Buyer,Mansoura,55+
CUST-02379,2023-02-05,VIP,Alexandria,18-24
CUST-02380,15/07/2023,Returning Customer,Mansoura,55+
CUST-02381,2023-12-06,VIP,alexandria,35-44
CUST-02382,06-10-2025,Occasional Buyer,Port Said,25-34
CUST-02383,25/07/2023,Occasional Buyer,Giza,45-54
CUST-02384,02-17-2025,VIP,Cairo,45-54
CUST-02385,13/06/2025,VIP, Hurghada,55+
CUST-02386,03-05-2025,Returning Customer,Luxor,18-24
CUST-02387,12/02/2025,Returning Customer,Alexandria,35-44
CUST-02388,2025-04-09,VIP,Tanta,45-54
CUST-02389,08-19-2025,Returning Customer,Cairo,18-24
CUST-02390,15/07/2025,VIP,Cairo,18-24
CUST-02391,10-02-2025,Occasional Buyer,Aswan,18-24
CUST-02392,14/06/2025,Returning Customer,Tanta,35-44
CUST-02393,2025-09-07,Returning Customer,Alexandria,55+
CUST-02394,2025-12-23,Occasional Buyer,Mansoura,25-34
CUST-02395,2023-07-04,New Customer,Alexandria,55+
CUST-02396,2024-06-06,VIP,Luxor,45-54
CUST-02397,2024-07-24,Occasional Buyer,Alexandria,55+
CUST-02398,2023-05-17,New Customer,Mansoura,25-34
CUST-02399,13/08/2024,Occasional Buyer,Hurghada,25-34
CUST-02400,02-05-2023,New Customer,Mansoura,35-44
CUST-02401,2024-01-02,Occasional Buyer,Hurghada,35-44
CUST-02402,01-02-2024,Returning Customer,Alexandria,18-24
CUST-02403,28/10/2024,New Customer,Alexandria,18-24
CUST-02404,2025-03-17,New Customer,Alexandria,25-34
CUST-02405,10/05/2024,VIP,Port Said,45-54
CUST-02406,12-25-2023,Returning Customer,Giza,55+
CUST-02407,28/03/2023,Returning Customer,Giza ,55+
CUST-02408,09-30-2025,Occasional Buyer,Aswan,45-54
CUST-02409,11-30-2025,Occasional Buyer,Zagazig,55+
CUST-02410,04-14-2025,Occasional Buyer,Alexandria,18-24
CUST-02411,02-28-2024,VIP,Giza,18-24
CUST-02412,24/04/2025,VIP,Aswan,35-44
CUST-02413,2025-09-24,Returning Customer,Mansoura,25-34
CUST-02414,07-10-2025,Returning Customer,Port Said,35-44
CUST-02415,2025-03-22,New Customer,Mansoura,45-54
CUST-02416,01/06/2024,Occasional Buyer,Luxor,35-44
CUST-02417,2024-02-24,Occasional Buyer,Luxor,25-34
CUST-02418,26/10/2023,VIP,Giza ,45-54
CUST-02419,06-06-2025,VIP,Giza,55+
CUST-02420,04/09/2025,New Customer,Cairo,25-34
CUST-02421,2024-09-27,New Customer,Hurghada,25-34
CUST-02422,2024-07-06,Returning Customer,Cairo,35-44
CUST-02423,19/02/2023,VIP,Luxor,45-54
CUST-02424,11/12/2024,VIP,Port Said,55+
CUST-02425,10/09/2023,Occasional Buyer,Luxor,18-24
CUST-02426,2025-11-02,Occasional Buyer,Giza,45-54
CUST-02427,2024-07-01,Returning Customer,Alexandria ,35-44
CUST-02428,2025-03-18,New Customer,Mansoura,25-34
CUST-02429,02-03-2024,Returning Customer,Aswan,25-34
CUST-02430,05-24-2025,VIP,Hurghada,25-34
CUST-02431,2023-01-02,New Customer,Giza,45-54
CUST-02432,16/05/2023,Returning Customer,Mansoura,45-54
CUST-02433,08-22-2023,Occasional Buyer,Giza,35-44
CUST-02434,01/02/2025,VIP,Luxor,35-44
CUST-02435,12-14-2025,VIP,Alexandria,25-34
CUST-02436,08/04/2024,Occasional Buyer,Cairo,55+
CUST-02437,09-07-2024,Occasional Buyer, Luxor,35-44
CUST-02438,2024-06-11,Returning Customer,Giza,25-34
CUST-02439,2024-05-24,New Customer,Luxor,55+
CUST-02440,01-13-2025,Occasional Buyer,Aswan,35-44
CUST-02441,2024-09-04,Returning Customer,Giza,18-24
CUST-02442,04/10/2024,Occasional Buyer,Cairo,25-34
CUST-02443,2025-04-28,VIP,Luxor,18-24
CUST-02444,22/09/2024,Occasional Buyer,Mansoura,45-54
CUST-02445,14/03/2024,Returning Customer,Aswan,55+
CUST-02446,2023-12-04,VIP,Zagazig,18-24
CUST-02447,2023-07-26,New Customer,Giza,45-54
CUST-02448,10-05-2025,Returning Customer,Giza,18-24
CUST-02449,2025-08-23,Returning Customer,Alexandria,35-44
CUST-02450,2025-01-01,New Customer,Port Said,35-44
CUST-02451,2024-11-07,New Customer,Giza,55+
CUST-02452,2023-01-01,Occasional Buyer,Mansoura,45-54
CUST-02453,08-09-2023,VIP,Tanta,55+
CUST-02454,27/05/2023,Returning Customer, Port Said,35-44
CUST-02455,2023-11-19,Occasional Buyer,Hurghada,35-44
CUST-02456,07/03/2023,Returning Customer,Aswan,45-54
CUST-02457,04/01/2025,VIP,Hurghada,45-54
CUST-02458,06/05/2025,VIP,Mansoura,45-54
CUST-02459,2023-11-01,New Customer,Alexandria,25-34
CUST-02460,2023-08-09,Returning Customer,Luxor,35-44
CUST-02461,11-12-2024,Returning Customer,Zagazig,45-54
CUST-02462,04-19-2025,VIP,Giza,25-34
CUST-02463,27/08/2025,Returning Customer,Cairo,35-44
CUST-02464,2023-05-16,VIP,Cairo,45-54
CUST-02465,08-07-2025,VIP,Aswan,35-44
CUST-02466,05-14-2025,Returning Customer,zagazig,35-44
CUST-02467,01/05/2025,VIP,Giza,25-34
CUST-02468,05-06-2024,Occasional Buyer,Hurghada,25-34
CUST-02469,2024-01-05,New Customer,Aswan,35-44
CUST-02470,2025-02-02,New Customer,Zagazig,55+
CUST-02471,2024-02-18,VIP,Mansoura,55+
CUST-02472,14/07/2024,Returning Customer,Hurghada,18-24
CUST-02473,07-20-2025,VIP,Port Said,45-54
CUST-02474,02/04/2023,New Customer,Tanta,18-24
CUST-02475,29/08/2025,Returning Customer,Aswan,55+
CUST-02476,01/04/2024,VIP,Luxor,18-24
CUST-02477,14/04/2024,Occasional Buyer,Port Said,55+
CUST-02478,2024-04-14,Occasional Buyer,Cairo,18-24
CUST-02479,2025-05-30,VIP,Cairo,55+
CUST-02480,05-03-2025,VIP,Cairo,18-24
CUST-02481,2025-10-14,VIP,Port Said,25-34
CUST-02482,03-07-2025,VIP,Hurghada,25-34
CUST-02483,2023-01-30,VIP,Aswan,45-54
CUST-02484,2023-02-12,VIP,Giza,35-44
CUST-02485,2024-06-10,Occasional Buyer,Aswan,25-34
CUST-02486,10/01/2025,VIP,Giza,55+
CUST-02487,2023-05-21,New Customer,Giza,18-24
CUST-02488,05/05/2024,Returning Customer,Giza ,35-44
CUST-02489,09-06-2023,Occasional Buyer,Hurghada,45-54
CUST-02490,23/07/2024,New Customer,Giza,45-54
CUST-02491,23/01/2024,New Customer,Hurghada,55+
CUST-02492,2023-06-26,Returning Customer,Giza,55+
CUST-02493,31/12/2025,VIP,Mansoura ,45-54
CUST-02494,01/08/2023,Returning Customer,Hurghada,55+
CUST-02495,09-17-2025,New Customer,Port Said,25-34
CUST-02496,09/10/2025,Occasional Buyer,Hurghada,35-44
CUST-02497,2024-02-12,Occasional Buyer,Cairo,55+
CUST-02498,12-28-2024,VIP,Cairo,45-54
CUST-02499,16/01/2023,New Customer,Zagazig,18-24
CUST-02500,2025-12-02,Returning Customer,Hurghada,55+
CUST-02501,11-28-2024,New Customer,Giza,35-44
CUST-02502,05-18-2024,Occasional Buyer,Tanta,18-24
CUST-02503,04-23-2023,Returning Customer,Tanta,45-54
CUST-02504,10/11/2023,Occasional Buyer,Tanta,55+
CUST-02505,15/01/2025,VIP,Giza,45-54
CUST-02506,16/02/2023,VIP,Cairo,18-24
CUST-02507,10-09-2023,New Customer,Hurghada,18-24
CUST-02508,25/06/2024,New Customer,Zagazig,25-34
CUST-02509,2023-06-11,VIP,Mansoura,55+
CUST-02510,06-13-2023,VIP,Hurghada,35-44
CUST-02511,2023-07-25,VIP,Aswan,45-54
CUST-02512,10/07/2023,New Customer,Zagazig,18-24
CUST-02513,09/01/2023,New Customer,Giza,35-44
CUST-02514,2025-04-11,VIP,Hurghada,55+
CUST-02515,22/05/2024,Returning Customer,Giza,55+
CUST-02516,01/08/2023,Returning Customer,Cairo,25-34
CUST-02517,2023-12-13,Occasional Buyer, Hurghada,35-44
CUST-02518,01-20-2024,Returning Customer,luxor,55+
CUST-02519,03-06-2025,VIP,Mansoura,45-54
CUST-02520,22/04/2025,VIP,Port Said,18-24
CUST-02521,05-10-2025,Occasional Buyer,Tanta,45-54
CUST-02522,01-27-2024,Returning Customer,Tanta,55+
CUST-02523,2023-09-03,New Customer,Mansoura,25-34
CUST-02524,04-06-2023,Occasional Buyer,Giza,25-34
CUST-02525,07-20-2024,New Customer,Giza,18-24
CUST-02526,2023-01-29,VIP,Aswan,25-34
CUST-02527,29/10/2023,VIP,Giza,45-54
CUST-02528,28/11/2025,Returning Customer,Tanta,25-34
CUST-02529,28/02/2024,Returning Customer,Aswan,25-34
CUST-02530,30/09/2025,Occasional Buyer,Luxor,45-54
CUST-02531,2025-08-07,New Customer,Alexandria,55+
CUST-02532,15/08/2024,New Customer,Mansoura,25-34
CUST-02533,2024-08-03,Occasional Buyer,Tanta,45-54
CUST-02534,12-20-2025,Occasional Buyer,Giza,25-34
CUST-02535,07-09-2025,VIP,Mansoura,45-54
CUST-02536,06/07/2024,Returning Customer,Alexandria,25-34
CUST-02537,02-05-2023,Occasional Buyer,Mansoura,55+
CUST-02538,2025-11-09,VIP,Alexandria,55+
CUST-02539,05/06/2024,VIP,Giza,18-24
CUST-02540,2023-05-09,Returning Customer,Port Said,35-44
CUST-02541,05-15-2024,Returning Customer,Hurghada,55+
CUST-02542,2023-01-07,VIP,Alexandria,55+
CUST-02543,09/05/2025,New Customer,Port Said,25-34
CUST-02544,08-11-2023,Occasional Buyer,Tanta,35-44
CUST-02545,02-13-2024,VIP,Aswan ,55+
CUST-02546,06/02/2024,New Customer,Mansoura,35-44
CUST-02547,08-23-2025,VIP,Mansoura,45-54
CUST-02548,2023-02-03,Returning Customer,Giza,18-24
CUST-02549,24/02/2024,New Customer, Luxor,45-54
CUST-02550,10-05-2023,Returning Customer,Mansoura,18-24
CUST-02551,2023-03-16,Occasional Buyer,Tanta,35-44
CUST-02552,2025-07-10,VIP,Mansoura,55+
CUST-02553,01/09/2023,Returning Customer,GIZA,55+
CUST-02554,09/12/2023,Returning Customer,Cairo,35-44
CUST-02555,07-24-2023,Returning Customer,Giza,35-44
CUST-02556,01-01-2023,VIP,Aswan,45-54
CUST-02557,12-03-2023,New Customer,Cairo,55+
CUST-02558,2023-02-13,Returning Customer,Tanta,25-34
CUST-02559,2023-04-03,Returning Customer,Alexandria,35-44
CUST-02560,08-01-2025,Occasional Buyer,Cairo,25-34
CUST-02561,03-06-2023,Returning Customer,Giza,35-44
CUST-02562,06-03-2025,New Customer,Alexandria,25-34
CUST-02563,2025-08-28,Returning Customer,Aswan,55+
CUST-02564,2023-12-25,New Customer,Aswan,25-34
CUST-02565,30/05/2023,New Customer,Alexandria,25-34
CUST-02566,06-29-2024,VIP,Hurghada,25-34
CUST-02567,2025-12-27,Occasional Buyer,Port Said,55+
CUST-02568,30/06/2025,VIP,Tanta,18-24
CUST-02569,06/02/2024,Occasional Buyer,Aswan,45-54
CUST-02570,2023-07-06,Returning Customer,Port Said,25-34
CUST-02571,12-28-2025,Occasional Buyer,Giza,55+
CUST-02572,10-04-2023,Returning Customer,Cairo,25-34
CUST-02573,2023-09-16,New Customer,Mansoura,55+
CUST-02574,06-21-2023,New Customer,Zagazig,35-44
CUST-02575,2023-10-06,Occasional Buyer,Alexandria,25-34
CUST-02576,10-14-2023,New Customer,Mansoura,55+
CUST-02577,24/06/2025,New Customer,Giza,35-44
CUST-02578,08-01-2025,VIP,Alexandria,35-44
CUST-02579,2023-03-03,New Customer,Cairo,18-24
CUST-02580,04/03/2023,Returning Customer,Giza,55+
CUST-02581,06-16-2023,Returning Customer,Giza,18-24
CUST-02582,06-18-2025,VIP, Hurghada,18-24
CUST-02583,03/11/2023,Occasional Buyer,Zagazig,55+
CUST-02584,16/08/2024,Returning Customer,tanta,55+
CUST-02585,03/09/2025,New Customer,Tanta,35-44
CUST-02586,2025-10-23,VIP,Port Said,18-24
CUST-02587,04/11/2025,New Customer,Aswan,18-24
CUST-02588,19/06/2024,VIP,Mansoura,18-24
CUST-02589,10/01/2025,Returning Customer,Hurghada,55+
CUST-02590,09/09/2023,Returning Customer,Mansoura,55+
CUST-02591,11/04/2024,New Customer,Zagazig,25-34
CUST-02592,02-07-2025,New Customer,Cairo,18-24
CUST-02593,2025-04-12,Occasional Buyer,Mansoura,55+
CUST-02594,31/07/2025,New Customer,Port Said,55+
CUST-02595,2024-01-14,New Customer,Alexandria,18-24
CUST-02596,08/09/2023,New Customer,Aswan,55+
CUST-02597,01-11-2023,VIP,Tanta,25-34
CUST-02598,2025-08-28,Returning Customer,Luxor,25-34
CUST-02599,18/12/2025,VIP,Giza,18-24
CUST-02600,10-17-2023,VIP,Aswan,55+
CUST-02601,21/09/2024,Returning Customer,Aswan ,25-34
CUST-02602,24/01/2025,Returning Customer,HURGHADA,18-24
CUST-02603,04/08/2025,VIP,Cairo,45-54
CUST-02604,17/11/2023,VIP,Zagazig,18-24
CUST-02605,2024-01-18,VIP,Aswan,25-34
CUST-02606,08-24-2024,New Customer,Mansoura,45-54
CUST-02607,11/02/2025,VIP,Tanta,55+
CUST-02608,2025-12-22,Returning Customer,Hurghada,35-44
CUST-02609,05-09-2024,Returning Customer,Hurghada,35-44
CUST-02610,10/11/2024,New Customer,Alexandria,35-44
CUST-02611,03-18-2023,New Customer,Tanta,35-44
CUST-02612,2024-05-04,Returning Customer,Mansoura,35-44
CUST-02613,02/02/2024,VIP,Hurghada,18-24
CUST-02614,2025-03-19,New Customer, Mansoura,45-54
CUST-02615,12-13-2025,New Customer,Luxor,55+
CUST-02616,02-11-2024,New Customer,Mansoura,25-34
CUST-02617,2025-10-05,Occasional Buyer,Mansoura,25-34
CUST-02618,2023-03-22,New Customer,Aswan,55+
CUST-02619,31/10/2025,Occasional Buyer, Luxor,45-54
CUST-02620,2025-12-10,Returning Customer,Cairo,18-24
CUST-02621,2023-03-02,VIP,Port Said,18-24
CUST-02622,09-19-2023,New Customer,Port Said,45-54
CUST-02623,11-14-2024,Occasional Buyer,Luxor,35-44
CUST-02624,2023-09-03,Returning Customer,Aswan,55+
CUST-02625,2024-12-09,New Customer,Alexandria,18-24
CUST-02626,09-10-2023,VIP,HURGHADA,25-34
CUST-02627,04-18-2024,Occasional Buyer,Aswan,18-24
CUST-02628,2023-10-13,Returning Customer,Aswan,25-34
CUST-02629,03-17-2024,Returning Customer,Port Said ,35-44
CUST-02630,17/11/2024,New Customer,Zagazig,35-44
CUST-02631,09-24-2023,Occasional Buyer,Hurghada,18-24
CUST-02632,21/01/2025,Returning Customer,Cairo,45-54
CUST-02633,05-27-2025,New Customer,Aswan,18-24
CUST-02634,27/08/2023,New Customer,Alexandria,25-34
CUST-02635,2023-04-24,VIP,Hurghada,55+
CUST-02636,01/07/2023,Returning Customer,Cairo,18-24
CUST-02637,2024-10-18,Returning Customer,Mansoura,35-44
CUST-02638,2024-11-28,Occasional Buyer,Zagazig,25-34
CUST-02639,2025-06-12,Occasional Buyer,Port Said,45-54
CUST-02640,05-19-2025,Returning Customer,Hurghada,55+
CUST-02641,06-24-2024,New Customer,TANTA,55+
CUST-02642,11/01/2023,Returning Customer,Hurghada,25-34
CUST-02643,09-03-2025,Returning Customer,Hurghada,25-34
CUST-02644,04-23-2024,New Customer,ZAGAZIG,45-54
CUST-02645,2023-02-06,VIP,Port Said,55+
CUST-02646,13/05/2023,Returning Customer,Tanta,45-54
CUST-02647,2024-06-06,Occasional Buyer,Port Said,55+
CUST-02648,05-11-2025,Occasional Buyer,Port Said,35-44
CUST-02649,07-23-2025,VIP,Giza,35-44
CUST-02650,2025-02-25,Returning Customer,Port Said,18-24
CUST-02651,08-25-2024,VIP,Cairo,25-34
CUST-02652,2023-12-25,Returning Customer,Mansoura,25-34
CUST-02653,25/08/2024,Occasional Buyer,Alexandria,18-24
CUST-02654,04-15-2025,New Customer,Port Said,45-54
CUST-02655,11-14-2023,New Customer,Aswan,45-54
CUST-02656,2023-03-04,Returning Customer,Luxor,25-34
CUST-02657,2025-11-30,VIP,Port Said,55+
CUST-02658,01-10-2025,Returning Customer,Mansoura,55+
CUST-02659,2023-02-05,VIP,Tanta,18-24
CUST-02660,10-19-2023,Occasional Buyer,Port Said,55+
CUST-02661,10-29-2023,VIP,Aswan,25-34
CUST-02662,2025-06-08,Occasional Buyer,Tanta,35-44
CUST-02663,2025-04-13,New Customer,Giza,45-54
CUST-02664,2023-07-21,VIP,Alexandria,18-24
CUST-02665,30/05/2024,Occasional Buyer,Mansoura,25-34
CUST-02666,28/09/2024,New Customer,Hurghada,25-34
CUST-02667,2025-09-06,New Customer,Mansoura,55+
CUST-02668,08/06/2025,Occasional Buyer,Port Said,18-24
CUST-02669,2025-03-03,New Customer,hurghada,55+
CUST-02670,2024-11-16,New Customer,Cairo,18-24
CUST-02671,25/07/2024,New Customer,Giza,35-44
CUST-02672,22/04/2023,Returning Customer,Luxor,55+
CUST-02673,06/02/2024,Occasional Buyer,Port Said,18-24
CUST-02674,01-24-2025,VIP,Mansoura,45-54
CUST-02675,06-21-2025,VIP,Luxor,18-24
CUST-02676,07-08-2025,Occasional Buyer,Alexandria,45-54
CUST-02677,2023-09-24,VIP,Port Said,45-54
CUST-02678,2025-08-29,Returning Customer,Aswan,55+
CUST-02679,2023-05-17,Occasional Buyer,Tanta,55+
CUST-02680,2024-06-22,Returning Customer,Giza,25-34
CUST-02681,02/07/2023,VIP,Alexandria,25-34
CUST-02682,19/02/2024,New Customer,Zagazig,18-24
CUST-02683,2025-08-08,Returning Customer,Cairo,18-24
CUST-02684,01/12/2023,New Customer,Cairo,45-54
CUST-02685,05-02-2024,VIP,Hurghada,45-54
CUST-02686,2024-12-07,Returning Customer,Aswan,18-24
CUST-02687,30/08/2024,New Customer,Tanta,25-34
CUST-02688,2024-10-23,Occasional Buyer,Cairo,18-24
CUST-02689,13/07/2023,VIP,Aswan,25-34
CUST-02690,07-14-2025,VIP,Mansoura,45-54
CUST-02691,2025-08-21,Returning Customer,Hurghada,45-54
CUST-02692,2025-11-17,New Customer,alexandria,18-24
CUST-02693,10-03-2025,Returning Customer,port said,35-44
CUST-02694,2025-11-29,VIP,Aswan,45-54
CUST-02695,15/06/2025,Returning Customer,Mansoura,55+
CUST-02696,05-12-2024,Returning Customer,Giza,35-44
CUST-02697,16/04/2025,Returning Customer,Cairo,45-54
CUST-02698,02-16-2023,Occasional Buyer,Luxor,18-24
CUST-02699,07-17-2025,New Customer,Luxor,45-54
CUST-02700,04-28-2024,Returning Customer,Aswan,18-24
CUST-02701,17/01/2025,Returning Customer,cairo,25-34
CUST-02702,03/04/2024,Returning Customer,Zagazig ,35-44
CUST-02703,01-31-2023,Occasional Buyer,Zagazig,35-44
CUST-02704,2025-04-09,New Customer,Port Said,25-34
CUST-02705,2023-05-29,VIP,Port Said,45-54
CUST-02706,03-22-2023,VIP,Hurghada,55+
CUST-02707,2024-08-14,Returning Customer,Hurghada,18-24
CUST-02708,11-08-2024,Returning Customer,Cairo,55+
CUST-02709,06-06-2025,VIP,Port Said,35-44
CUST-02710,09-24-2023,VIP,Tanta,55+
CUST-02711,11-14-2025,New Customer,Hurghada,35-44
CUST-02712,12-11-2024,Occasional Buyer,Luxor,18-24
CUST-02713,22/06/2025,Returning Customer,Giza,55+
CUST-02714,02/04/2025,Occasional Buyer,Luxor,25-34
CUST-02715,23/02/2023,VIP,Port Said,18-24
CUST-02716,11/05/2023,Occasional Buyer,Luxor,25-34
CUST-02717,12/06/2025,Returning Customer,Hurghada,25-34
CUST-02718,10-17-2024,Returning Customer,Hurghada,18-24
CUST-02719,12-25-2025,New Customer,Zagazig,25-34
CUST-02720,2024-05-01,VIP,Zagazig,35-44
CUST-02721,03-10-2025,VIP,Aswan,55+
CUST-02722,03-20-2023,New Customer,Cairo,55+
CUST-02723,27/12/2023,VIP,Zagazig,55+
CUST-02724,03-16-2025,Occasional Buyer,Luxor,35-44
CUST-02725,08-25-2024,Returning Customer,Alexandria,25-34
CUST-02726,26/12/2025,Occasional Buyer,Port Said,25-34
CUST-02727,02-03-2024,New Customer,Hurghada,25-34
CUST-02728,06-17-2024,VIP,Giza,35-44
CUST-02729,16/09/2025,Occasional Buyer,Alexandria,55+
CUST-02730,12-18-2023,Returning Customer,Aswan,25-34
CUST-02731,12-04-2024,VIP, Hurghada,18-24
CUST-02732,12/03/2025,New Customer,Zagazig,45-54
CUST-02733,28/11/2025,VIP,TANTA,45-54
CUST-02734,2024-08-11,New Customer,Tanta,55+
CUST-02735,09-03-2023,New Customer,Hurghada,18-24
CUST-02736,12/09/2025,Returning Customer, Port Said,35-44
CUST-02737,2024-04-28,New Customer,Tanta,25-34
CUST-02738,2025-03-18,VIP,Tanta,18-24
CUST-02739,2024-10-31,New Customer,Zagazig,25-34
CUST-02740,2025-01-19,Occasional Buyer,Port Said,55+
CUST-02741,19/07/2023,Occasional Buyer,Mansoura,18-24
CUST-02742,02/02/2023,Returning Customer,Port Said,18-24
CUST-02743,2024-08-03,VIP,Giza,45-54
CUST-02744,12-19-2025,Occasional Buyer,Giza,55+
CUST-02745,2023-09-27,VIP,Luxor,25-34
CUST-02746,11-19-2025,VIP,Hurghada,25-34
CUST-02747,08/11/2024,Occasional Buyer,HURGHADA,55+
CUST-02748,03/11/2025,Occasional Buyer,Aswan,25-34
CUST-02749,10-11-2023,VIP,Luxor,35-44
CUST-02750,26/11/2024,VIP,Port Said,35-44
CUST-02751,08-12-2024,Returning Customer,Alexandria,55+
CUST-02752,09-01-2023,Occasional Buyer,Giza,18-24
CUST-02753,2023-10-06,New Customer,Cairo,35-44
CUST-02754,02-01-2025,Returning Customer,mansoura,25-34
CUST-02755,26/08/2023,New Customer,Zagazig,35-44
CUST-02756,2024-11-27,Returning Customer,Luxor,45-54
CUST-02757,09/01/2024,VIP,Giza,55+
CUST-02758,10/12/2025,Occasional Buyer,Port Said,45-54
CUST-02759,10-23-2023,Returning Customer,Luxor,45-54
CUST-02760,2024-08-22,New Customer,Aswan,55+
CUST-02761,10/12/2023,Returning Customer,Zagazig,18-24
CUST-02762,2025-12-12,New Customer,Mansoura,25-34
CUST-02763,2023-05-09,Returning Customer,Alexandria,18-24
CUST-02764,2024-09-16,New Customer,Port Said,18-24
CUST-02765,2023-07-04,Occasional Buyer,Hurghada,25-34
CUST-02766,22/02/2024,VIP,hurghada,45-54
