date,channel,campaign_name,spend,clicks,impressions,conversions,attributed_revenue
2025-06-25,Meta Ads,Summer Deals - Meta Ads,1780.55,3057,66364,82,9954.62
06-25-2025,TikTok Ads,Back to School - TikTok Ads,111.68,2928,68057,319,17895.31
06-25-2025,Affiliate,Winter Sale - Affiliate,828.61,4844,77189,488,63002.32
2025-06-26,Google Ads,Flash Promo - Google Ads,2093.26,5111,70121,356,55728.67
26/06/2025,Meta Ads,Winter Sale - Meta Ads,334.4,5862,77610,229,36527.15
26/06/2025,Email,Flash Promo - Email,623.24,5748,80567,627,60000.89
06-26-2025,TikTok Ads,Summer Deals - TikTok Ads,2244.7,1734,44236,18,1557.79
27/06/2025,Email,Back to School - Email,2452.07,1080,81349,14,749.63
06-28-2025,Google Ads,Back to School - Google Ads,747.32,873,37037,44,5530.67
28/06/2025,Meta Ads,Flash Promo - Meta Ads,2081.99,3380,41355,388,39914.32
06-28-2025,Email,Summer Deals - Email,850.89,4471,35860,325,30955.02
06-28-2025,TikTok Ads,Winter Sale - TikTok Ads,1944.17,3175,64523,193,16082.44
29/06/2025,Google Ads,Summer Deals - Google Ads,2091.88,2406,75694,235,13799.09
2025-06-29,TikTok Ads,Flash Promo - TikTok Ads,1959.94,3570,85711,0,0.0
29/06/2025,Affiliate,Winter Sale - Affiliate,2221.69,2899,27910,94,5349.09
06-30-2025,Email,New Customer Acquisition - Email,932.29,3796,65970,73,3878.85
30/06/2025,TikTok Ads,Winter Sale - TikTok Ads,291.72,3895,9879,218,16072.18
30/06/2025,Affiliate,Summer Deals - Affiliate,265.39,4357,88978,0,0.0
2025-07-01,Meta Ads,VIP Retargeting - Meta Ads,537.18,1374,82874,117,18825.8
2025-07-01,Email,Back to School - Email,789.79,5513,13630,6,770.15
07-02-2025,Google Ads,VIP Retargeting - Google Ads,663.44,4650,6586,232,19089.54
07-02-2025,Email,Holiday Campaign - Email,130.46,5299,31718,298,29931.97
07-02-2025,TikTok Ads,Summer Deals - TikTok Ads,1840.15,5075,78144,216,13114.03
03/07/2025,Google Ads,Flash Promo - Google Ads,1172.3,2281,85373,35,4642.58
03/07/2025,Meta Ads,Summer Deals - Meta Ads,830.76,1844,31043,145,13315.48
03/07/2025,Affiliate,New Customer Acquisition - Affiliate,412.85,5135,80023,599,98523.86
2025-07-04,Google Ads,Back to School - Google Ads,1095.82,2854,42339,184,30222.18
04/07/2025,Meta Ads,Back to School - Meta Ads,2238.15,4547,27367,198,24424.63
2025-07-04,Email,Summer Deals - Email,898.85,5371,75355,598,88168.35
07-04-2025,TikTok Ads,Back to School - TikTok Ads,2171.96,4345,39889,0,0.0
07-04-2025,Affiliate,Back to School - Affiliate,2237.43,1597,33937,79,9417.21
07-05-2025,Email,Back to School - Email,2451.19,928,23379,0,0.0
05/07/2025,TikTok Ads,Back to School - TikTok Ads,141.01,4744,70759,335,18808.4
05/07/2025,Affiliate,New Customer Acquisition - Affiliate,510.67,5419,43386,243,36675.31
2025-07-06,Google Ads,Flash Promo - Google Ads,1651.02,2171,18156,15,2012.62
07-06-2025,TikTok Ads,VIP Retargeting - TikTok Ads,554.85,4442,74173,288,34004.41
06/07/2025,Affiliate,Back to School - Affiliate,217.81,3015,4929,344,38263.15
07/07/2025,Google Ads,Holiday Campaign - Google Ads,1596.63,1120,55412,119,9000.96
07/07/2025,Meta Ads,Back to School - Meta Ads,311.75,3742,32321,0,0.0
07-07-2025,Email,Winter Sale - Email,1878.26,4991,21972,216,12189.51
07-07-2025,TikTok Ads,Holiday Campaign - TikTok Ads,1732.35,4336,88628,84,12508.25
2025-07-07,Affiliate,Summer Deals - Affiliate,504.68,4420,79801,0,0.0
2025-07-08,Google Ads,Winter Sale - Google Ads,2324.03,2047,58845,76,7770.53
07-08-2025,Meta Ads,New Customer Acquisition - Meta Ads,1350.68,4820,44416,0,0.0
2025-07-08,Email,Summer Deals - Email,702.44,1741,85925,172,15372.52
07-08-2025,TikTok Ads,Summer Deals - TikTok Ads,1742.43,4853,74055,195,23294.78
07-08-2025,Affiliate,Summer Deals - Affiliate,842.31,407,39755,28,3706.88
2025-07-09,Google Ads,New Customer Acquisition - Google Ads,1782.6,2536,73332,170,15277.28
2025-07-09,Meta Ads,VIP Retargeting - Meta Ads,1511.12,2799,3436,302,49133.23
07-09-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1281.46,1824,77474,33,5254.22
2025-07-09,Affiliate,Back to School - Affiliate,1432.96,736,59659,82,8962.56
2025-07-10,Google Ads,VIP Retargeting - Google Ads,1674.62,3087,48258,92,5586.95
07-10-2025,Meta Ads,Holiday Campaign - Meta Ads,111.62,4665,58960,15,2084.78
2025-07-10,Email,Summer Deals - Email,255.04,1225,44406,55,6341.89
07-10-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,2487.81,4540,8997,371,35415.49
10/07/2025,Affiliate,Summer Deals - Affiliate,778.03,1034,10058,38,1571.79
11/07/2025,Google Ads,Back to School - Google Ads,1046.89,2056,85798,0,0.0
07-11-2025,Meta Ads,VIP Retargeting - Meta Ads,738.91,1308,23531,84,7601.62
2025-07-11,Email,Winter Sale - Email,2134.71,3997,49145,225,17064.54
07-11-2025,TikTok Ads,Holiday Campaign - TikTok Ads,347.34,2842,55717,292,22848.07
11/07/2025,Affiliate,Flash Promo - Affiliate,1821.08,2549,34778,138,16276.24
07-12-2025,Meta Ads,Winter Sale - Meta Ads,741.64,1994,36308,143,17128.88
12/07/2025,Email,Summer Deals - Email,1421.03,910,65184,25,4050.47
07-12-2025,TikTok Ads,Holiday Campaign - TikTok Ads,2237.94,1454,58297,90,11986.36
2025-07-12,Affiliate,Holiday Campaign - Affiliate,1442.25,5754,41065,43,7630.87
13/07/2025,Google Ads,Holiday Campaign - Google Ads,900.04,3361,42762,75,9777.34
2025-07-13,Meta Ads,Winter Sale - Meta Ads,1519.91,5953,55163,558,92498.83
07-13-2025,Email,New Customer Acquisition - Email,370.35,5353,76077,512,34755.86
13/07/2025,TikTok Ads,Flash Promo - TikTok Ads,2390.98,2000,89527,0,0.0
14/07/2025,Google Ads,Summer Deals - Google Ads,675.08,677,32850,56,9147.8
07-14-2025,Meta Ads,Holiday Campaign - Meta Ads,2080.73,2130,77915,232,11728.06
14/07/2025,Email,Back to School - Email,2232.56,2049,5503,180,31093.62
14/07/2025,TikTok Ads,Summer Deals - TikTok Ads,185.64,1401,86292,65,10505.3
2025-07-14,Affiliate,Back to School - Affiliate,1993.79,4712,14242,482,52996.69
15/07/2025,Google Ads,Winter Sale - Google Ads,1192.08,2407,13723,179,19666.41
07-15-2025,Meta Ads,Holiday Campaign - Meta Ads,1644.2,4270,88023,237,15867.62
2025-07-15,Email,VIP Retargeting - Email,124.35,3538,44458,256,32966.09
2025-07-15,Affiliate,New Customer Acquisition - Affiliate,1249.48,4829,77744,0,0.0
07-16-2025,Google Ads,New Customer Acquisition - Google Ads,1500.62,4548,62355,84,7930.54
07-16-2025,Meta Ads,Back to School - Meta Ads,2419.48,1608,88770,91,12440.0
16/07/2025,Email,Holiday Campaign - Email,431.46,5613,39945,21,2614.91
07-16-2025,TikTok Ads,Winter Sale - TikTok Ads,1286.01,274,43902,6,989.42
2025-07-17,Google Ads,Flash Promo - Google Ads,1748.34,4331,59457,470,81522.48
2025-07-17,Meta Ads,Holiday Campaign - Meta Ads,2054.49,769,4626,38,3194.96
17/07/2025,TikTok Ads,VIP Retargeting - TikTok Ads,1778.8,2926,45360,55,3372.08
2025-07-17,Affiliate,VIP Retargeting - Affiliate,166.45,2249,52679,145,9118.72
18/07/2025,Meta Ads,Summer Deals - Meta Ads,2448.7,2558,80311,174,25097.67
07-18-2025,Email,New Customer Acquisition - Email,2073.53,2427,59146,214,23921.16
2025-07-18,Affiliate,Summer Deals - Affiliate,873.32,999,49462,0,0.0
2025-07-19,Google Ads,Summer Deals - Google Ads,907.48,3654,42059,314,47265.95
07-19-2025,Meta Ads,Winter Sale - Meta Ads,1821.78,483,67597,15,915.0
2025-07-19,Email,VIP Retargeting - Email,627.64,3813,80997,79,3404.25
07-19-2025,TikTok Ads,Holiday Campaign - TikTok Ads,558.26,2370,31166,215,31530.96
20/07/2025,Google Ads,Summer Deals - Google Ads,2080.1,5519,24909,237,23189.02
2025-07-20,Meta Ads,Holiday Campaign - Meta Ads,819.59,2251,58362,118,7825.99
20/07/2025,Email,Back to School - Email,2028.83,2834,26899,267,32474.41
07-20-2025,Affiliate,Holiday Campaign - Affiliate,721.09,3852,9813,234,31418.8
07-21-2025,Email,Flash Promo - Email,1798.66,1814,43448,163,10774.48
07-21-2025,Affiliate,Winter Sale - Affiliate,515.32,4512,81784,187,15270.33
07-22-2025,Google Ads,Winter Sale - Google Ads,1465.46,3988,36568,22,3797.19
2025-07-22,Meta Ads,Holiday Campaign - Meta Ads,2124.52,2672,35247,50,7830.35
07-22-2025,Email,New Customer Acquisition - Email,172.35,997,60375,37,6110.8
23/07/2025,Google Ads,Winter Sale - Google Ads,1722.42,5861,27857,321,53353.38
23/07/2025,Meta Ads,Winter Sale - Meta Ads,1763.91,3269,44710,315,54833.37
2025-07-23,Email,Back to School - Email,241.31,1024,73245,14,1982.15
2025-07-23,Affiliate,Flash Promo - Affiliate,1854.45,1621,37422,78,4441.36
07-24-2025,Email,Flash Promo - Email,1532.68,2441,28574,131,7922.79
2025-07-24,TikTok Ads,Back to School - TikTok Ads,1930.34,2090,45643,53,3951.17
07-24-2025,Affiliate,Summer Deals - Affiliate,753.7,3514,59467,207,8503.12
2025-07-25,Google Ads,Holiday Campaign - Google Ads,1432.59,3195,19226,0,0.0
2025-07-25,Meta Ads,Flash Promo - Meta Ads,1336.2,1827,74309,217,18189.81
2025-07-25,Email,New Customer Acquisition - Email,1848.37,3811,60246,150,12747.07
25/07/2025,Affiliate,Flash Promo - Affiliate,2450.93,3871,89657,18,2526.87
07-26-2025,Google Ads,Flash Promo - Google Ads,1034.87,5862,39021,325,40114.49
07-26-2025,Email,Flash Promo - Email,1335.0,5529,89538,642,70840.36
26/07/2025,TikTok Ads,Back to School - TikTok Ads,2337.25,2495,23412,254,20377.6
27/07/2025,Google Ads,VIP Retargeting - Google Ads,1329.12,4688,31668,0,0.0
27/07/2025,Meta Ads,VIP Retargeting - Meta Ads,1394.26,5755,37030,149,6837.59
07-27-2025,Email,VIP Retargeting - Email,177.59,4431,21967,21,1195.15
07-27-2025,TikTok Ads,Back to School - TikTok Ads,139.84,2421,26929,206,20529.67
27/07/2025,Affiliate,Flash Promo - Affiliate,1633.07,3013,43116,163,15986.64
07-28-2025,Google Ads,Holiday Campaign - Google Ads,1693.65,2758,58627,55,5622.14
28/07/2025,Email,Holiday Campaign - Email,2232.9,892,3083,11,1480.34
07-28-2025,TikTok Ads,Summer Deals - TikTok Ads,1247.52,948,53633,112,14337.6
07-28-2025,Affiliate,Summer Deals - Affiliate,1125.02,4069,80058,422,51003.23
07-29-2025,Google Ads,Winter Sale - Google Ads,1225.29,472,45487,0,0.0
2025-07-29,Email,Summer Deals - Email,962.17,3578,18871,168,9366.8
29/07/2025,TikTok Ads,Winter Sale - TikTok Ads,654.14,5941,73923,645,113566.49
2025-07-30,Google Ads,Flash Promo - Google Ads,808.4,1186,32164,120,6813.58
07-30-2025,Email,Winter Sale - Email,1946.43,2651,80943,283,44522.07
2025-07-30,TikTok Ads,VIP Retargeting - TikTok Ads,376.72,3123,54624,86,12108.47
30/07/2025,Affiliate,VIP Retargeting - Affiliate,2411.84,3657,84767,391,15685.86
07-31-2025,Meta Ads,VIP Retargeting - Meta Ads,780.37,3047,84094,311,16557.16
07-31-2025,Email,New Customer Acquisition - Email,2297.81,4813,71406,194,23796.63
2025-07-31,TikTok Ads,VIP Retargeting - TikTok Ads,163.36,3866,78271,374,32555.97
2025-08-01,Google Ads,Back to School - Google Ads,2291.16,4407,39432,299,33420.76
2025-08-01,Email,Winter Sale - Email,202.25,4603,41439,369,42240.85
2025-08-01,TikTok Ads,Holiday Campaign - TikTok Ads,131.59,2270,38829,238,32668.05
2025-08-01,Affiliate,Holiday Campaign - Affiliate,2080.67,698,54865,79,5970.68
2025-08-02,Google Ads,Back to School - Google Ads,2195.46,5545,70007,480,38374.08
02/08/2025,Email,Winter Sale - Email,2146.33,3300,45085,141,15669.66
02/08/2025,TikTok Ads,VIP Retargeting - TikTok Ads,1104.77,4942,17921,260,41519.11
02/08/2025,Affiliate,VIP Retargeting - Affiliate,567.93,1168,11049,85,7673.38
2025-08-03,Google Ads,New Customer Acquisition - Google Ads,1774.45,4798,41476,0,0.0
2025-08-03,Email,VIP Retargeting - Email,2106.78,958,35151,14,2053.68
08-03-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1667.97,2309,34262,90,7617.75
2025-08-03,Affiliate,Flash Promo - Affiliate,405.08,1623,47382,98,6289.32
08-04-2025,Google Ads,Winter Sale - Google Ads,832.34,968,29995,88,12622.83
04/08/2025,TikTok Ads,New Customer Acquisition - TikTok Ads,2452.21,4240,22471,0,0.0
08-04-2025,Affiliate,New Customer Acquisition - Affiliate,1119.98,1068,73545,75,4166.53
2025-08-05,Google Ads,VIP Retargeting - Google Ads,924.57,717,19536,1,132.36
05/08/2025,Meta Ads,Flash Promo - Meta Ads,1295.34,3100,7248,215,21647.02
08-05-2025,TikTok Ads,Holiday Campaign - TikTok Ads,470.16,2777,55098,143,11958.27
2025-08-06,Google Ads,New Customer Acquisition - Google Ads,537.41,2565,19203,0,0.0
06/08/2025,Meta Ads,Back to School - Meta Ads,201.43,5199,89132,454,32009.6
06/08/2025,Email,Winter Sale - Email,125.91,5022,46645,481,41220.49
08-06-2025,TikTok Ads,Summer Deals - TikTok Ads,879.55,2639,48464,158,27849.48
06/08/2025,Affiliate,Holiday Campaign - Affiliate,1403.62,5628,49097,544,51633.51
07/08/2025,Google Ads,Summer Deals - Google Ads,866.06,2614,38288,0,0.0
2025-08-07,Meta Ads,Winter Sale - Meta Ads,1557.57,4023,31516,130,5812.81
2025-08-07,Email,Holiday Campaign - Email,880.07,4368,42993,501,29188.71
2025-08-07,TikTok Ads,Holiday Campaign - TikTok Ads,1677.64,3217,42753,305,29405.85
2025-08-08,Google Ads,Summer Deals - Google Ads,564.1,1413,26198,41,5314.31
2025-08-08,TikTok Ads,VIP Retargeting - TikTok Ads,2443.75,514,18064,9,1404.02
08-09-2025,Google Ads,Back to School - Google Ads,1708.91,3848,16122,0,0.0
2025-08-09,Affiliate,Back to School - Affiliate,1877.95,3498,65758,307,21444.09
08-10-2025,Email,Winter Sale - Email,342.88,4900,77747,348,35036.4
2025-08-10,Affiliate,Flash Promo - Affiliate,1944.79,4767,50410,561,38524.58
2025-08-11,Google Ads,Back to School - Google Ads,1438.98,5623,45849,70,7052.04
2025-08-11,Meta Ads,Summer Deals - Meta Ads,1867.83,4878,69176,486,42880.38
08-11-2025,Email,Holiday Campaign - Email,902.85,1883,12783,1,145.0
2025-08-11,TikTok Ads,Flash Promo - TikTok Ads,490.38,286,39603,8,1170.48
2025-08-11,Affiliate,New Customer Acquisition - Affiliate,847.11,3911,39899,288,35028.25
08-12-2025,Google Ads,Flash Promo - Google Ads,2207.72,5608,25867,144,17023.65
08-12-2025,Meta Ads,New Customer Acquisition - Meta Ads,274.47,1847,85712,0,0.0
12/08/2025,Email,Holiday Campaign - Email,248.03,5922,24644,295,13512.15
08-12-2025,TikTok Ads,Winter Sale - TikTok Ads,1052.91,797,21032,9,1010.99
08-12-2025,Affiliate,Winter Sale - Affiliate,899.44,972,86564,116,10187.68
2025-08-13,Meta Ads,VIP Retargeting - Meta Ads,2380.93,1622,45446,95,15124.07
2025-08-13,TikTok Ads,VIP Retargeting - TikTok Ads,685.71,4718,28905,248,25295.99
2025-08-14,Google Ads,Flash Promo - Google Ads,1846.88,3298,58490,75,4811.42
14/08/2025,Meta Ads,Back to School - Meta Ads,1164.04,4668,22734,444,48927.38
08-14-2025,Email,New Customer Acquisition - Email,1528.18,2076,18284,0,0.0
2025-08-15,Meta Ads,Summer Deals - Meta Ads,158.26,2110,68874,231,10581.34
08-15-2025,Email,Flash Promo - Email,2037.09,4859,45586,287,28647.75
08-15-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1183.18,1483,88385,15,2130.83
16/08/2025,Google Ads,VIP Retargeting - Google Ads,889.76,5572,25601,25,3756.85
2025-08-16,Meta Ads,Winter Sale - Meta Ads,1657.19,3516,4878,4,286.04
16/08/2025,Email,Summer Deals - Email,1324.91,5205,10459,73,5129.96
2025-08-16,TikTok Ads,New Customer Acquisition - TikTok Ads,1051.79,4511,60954,56,7793.58
08-16-2025,Affiliate,VIP Retargeting - Affiliate,119.97,1100,75401,126,13563.59
08-17-2025,Google Ads,Winter Sale - Google Ads,1727.1,5911,15205,446,24622.6
17/08/2025,Meta Ads,Back to School - Meta Ads,1939.15,4829,48421,310,17184.44
17/08/2025,Email,VIP Retargeting - Email,902.1,4828,75687,40,6068.31
2025-08-17,TikTok Ads,Flash Promo - TikTok Ads,1445.89,813,28610,27,1832.6
17/08/2025,Affiliate,Flash Promo - Affiliate,1416.88,3297,32820,144,23008.21
18/08/2025,Google Ads,VIP Retargeting - Google Ads,497.2,3728,11628,43,7297.51
18/08/2025,Email,Back to School - Email,2420.3,2690,85586,221,36605.73
18/08/2025,TikTok Ads,Summer Deals - TikTok Ads,1853.3,5509,76123,633,58345.45
08-18-2025,Affiliate,Summer Deals - Affiliate,1735.14,373,30697,11,543.75
19/08/2025,Google Ads,New Customer Acquisition - Google Ads,1461.58,803,59962,48,8093.67
2025-08-19,Email,Flash Promo - Email,1124.08,1431,70211,135,10752.95
2025-08-19,TikTok Ads,VIP Retargeting - TikTok Ads,729.53,3488,42270,283,35919.22
08-20-2025,Google Ads,Flash Promo - Google Ads,301.59,4169,44624,0,0.0
08-20-2025,Meta Ads,VIP Retargeting - Meta Ads,1640.43,744,49444,44,2111.74
08-20-2025,Email,VIP Retargeting - Email,1937.68,1453,74370,120,20830.94
2025-08-20,TikTok Ads,Holiday Campaign - TikTok Ads,853.41,4651,74506,353,21329.6
2025-08-20,Affiliate,VIP Retargeting - Affiliate,297.38,5103,70484,509,30501.69
2025-08-21,Google Ads,Back to School - Google Ads,1447.29,2571,57388,88,11947.72
21/08/2025,Meta Ads,Summer Deals - Meta Ads,1038.92,5392,61744,557,62455.86
2025-08-21,TikTok Ads,VIP Retargeting - TikTok Ads,1513.85,4667,25117,328,49923.25
21/08/2025,Affiliate,Winter Sale - Affiliate,2367.64,2439,19243,259,41434.22
22/08/2025,Meta Ads,Summer Deals - Meta Ads,1092.2,1496,7967,3,461.57
08-22-2025,Email,Back to School - Email,273.02,2853,33981,294,36747.44
08-22-2025,TikTok Ads,Winter Sale - TikTok Ads,2128.67,3200,67493,134,8070.75
08-23-2025,Meta Ads,New Customer Acquisition - Meta Ads,1042.14,1248,53917,129,20314.32
2025-08-23,Email,Back to School - Email,1753.22,5419,25378,149,23068.55
23/08/2025,TikTok Ads,Flash Promo - TikTok Ads,2336.52,4768,11859,133,10734.32
24/08/2025,Google Ads,New Customer Acquisition - Google Ads,504.18,4650,36710,42,3097.13
08-24-2025,TikTok Ads,Flash Promo - TikTok Ads,1468.73,4143,54550,33,3558.67
2025-08-24,Affiliate,Summer Deals - Affiliate,919.39,1152,57726,32,3305.46
25/08/2025,Google Ads,Flash Promo - Google Ads,722.91,5720,39121,685,56108.2
08-25-2025,Email,Flash Promo - Email,1088.71,147,44211,2,303.52
2025-08-25,TikTok Ads,Back to School - TikTok Ads,1459.23,825,27572,7,1167.72
08-25-2025,Affiliate,Back to School - Affiliate,1916.62,2369,85056,232,18254.66
08-26-2025,Google Ads,VIP Retargeting - Google Ads,2006.99,5591,52089,294,43882.64
2025-08-26,Meta Ads,Back to School - Meta Ads,925.02,3501,41623,49,6232.68
08-26-2025,Email,Winter Sale - Email,242.54,2329,4205,83,6980.71
27/08/2025,Google Ads,Holiday Campaign - Google Ads,1612.54,3258,61047,145,21448.6
2025-08-27,Meta Ads,Holiday Campaign - Meta Ads,1379.49,4377,78647,222,19998.12
2025-08-27,Affiliate,Holiday Campaign - Affiliate,1920.85,4624,39771,424,22983.3
28/08/2025,Google Ads,Back to School - Google Ads,1411.47,373,65262,18,1191.8
2025-08-28,Meta Ads,Holiday Campaign - Meta Ads,975.68,268,16033,8,394.19
08-28-2025,Email,New Customer Acquisition - Email,855.54,3213,29375,80,13155.6
28/08/2025,TikTok Ads,Summer Deals - TikTok Ads,2157.94,3880,48047,142,25465.09
28/08/2025,Affiliate,Flash Promo - Affiliate,1958.93,5102,61268,144,12464.7
08-29-2025,Google Ads,Holiday Campaign - Google Ads,866.39,3954,43994,434,43822.52
29/08/2025,Meta Ads,Summer Deals - Meta Ads,2234.1,3016,29841,350,25576.2
2025-08-29,Email,New Customer Acquisition - Email,2348.8,4134,40265,268,23140.06
08-29-2025,TikTok Ads,VIP Retargeting - TikTok Ads,1525.23,320,8483,37,5364.75
08-29-2025,Affiliate,New Customer Acquisition - Affiliate,846.62,4952,37533,148,21070.78
2025-08-30,Google Ads,VIP Retargeting - Google Ads,2436.46,3919,52100,387,65788.41
08-30-2025,Meta Ads,Holiday Campaign - Meta Ads,1925.46,1501,87703,20,2731.87
08-30-2025,Affiliate,Flash Promo - Affiliate,114.14,454,55143,20,1969.04
08-31-2025,Google Ads,Winter Sale - Google Ads,1916.45,2379,17536,254,43515.38
2025-08-31,Email,Summer Deals - Email,2346.47,1612,10652,25,3277.61
31/08/2025,TikTok Ads,Summer Deals - TikTok Ads,1346.56,166,26304,11,1349.67
08-31-2025,Affiliate,VIP Retargeting - Affiliate,1231.27,4826,46487,295,52694.07
09-01-2025,Google Ads,Flash Promo - Google Ads,1805.77,5216,18002,462,71542.81
09-01-2025,Meta Ads,Flash Promo - Meta Ads,1636.28,5559,62557,78,7635.45
09-01-2025,Affiliate,Summer Deals - Affiliate,603.23,5574,72420,257,26201.98
2025-09-02,Google Ads,VIP Retargeting - Google Ads,693.16,4445,8897,13,1242.61
2025-09-02,Meta Ads,VIP Retargeting - Meta Ads,1397.41,2128,73128,26,1488.65
09-02-2025,Email,Back to School - Email,1013.18,5413,88320,77,6032.81
2025-09-02,TikTok Ads,New Customer Acquisition - TikTok Ads,734.41,989,14422,71,6288.33
2025-09-02,Affiliate,VIP Retargeting - Affiliate,2484.22,2369,71137,73,12808.74
2025-09-03,Google Ads,Summer Deals - Google Ads,1586.89,4482,66238,72,6666.26
09-03-2025,Meta Ads,New Customer Acquisition - Meta Ads,130.9,4410,19872,492,24248.27
2025-09-03,TikTok Ads,VIP Retargeting - TikTok Ads,1643.97,1648,46851,20,2938.39
03/09/2025,Affiliate,Back to School - Affiliate,2364.99,4270,42528,297,30579.42
04/09/2025,Google Ads,Winter Sale - Google Ads,1388.54,4762,71985,165,21155.82
2025-09-04,Meta Ads,Back to School - Meta Ads,887.69,3316,55708,0,0.0
09-04-2025,Email,Flash Promo - Email,763.46,4807,32333,314,42529.57
04/09/2025,Affiliate,New Customer Acquisition - Affiliate,1126.64,5527,31888,558,94934.59
05/09/2025,Google Ads,Holiday Campaign - Google Ads,1426.99,1051,5027,65,7736.17
2025-09-05,Meta Ads,New Customer Acquisition - Meta Ads,843.1,2039,61257,209,35370.75
09-05-2025,Email,Back to School - Email,1694.49,3368,14607,323,13151.79
09-05-2025,TikTok Ads,Flash Promo - TikTok Ads,1544.69,824,72702,0,0.0
06/09/2025,Google Ads,VIP Retargeting - Google Ads,1703.29,4217,23153,485,66376.05
09-06-2025,Meta Ads,Summer Deals - Meta Ads,474.38,336,27991,36,2157.6
09-06-2025,Email,Back to School - Email,1081.83,3360,55391,0,0.0
06/09/2025,TikTok Ads,Holiday Campaign - TikTok Ads,153.92,533,22331,58,9594.57
2025-09-07,Google Ads,Back to School - Google Ads,1383.73,5612,17747,198,34839.38
09-07-2025,Meta Ads,Flash Promo - Meta Ads,1565.91,2253,58186,176,7666.53
2025-09-07,Email,Summer Deals - Email,2200.81,2483,58244,157,11467.98
2025-09-07,TikTok Ads,Holiday Campaign - TikTok Ads,626.07,681,55200,32,1941.81
09-07-2025,Affiliate,Holiday Campaign - Affiliate,2157.97,3831,44753,314,54198.9
08/09/2025,Google Ads,Flash Promo - Google Ads,2470.85,818,11540,42,4204.64
09-08-2025,Meta Ads,Summer Deals - Meta Ads,1500.74,1219,78342,116,13662.03
08/09/2025,Email,VIP Retargeting - Email,1219.01,2313,80261,258,17738.75
09/09/2025,Google Ads,New Customer Acquisition - Google Ads,491.29,5324,20970,549,54298.0
2025-09-09,Email,Winter Sale - Email,2420.01,4741,32265,254,45423.37
2025-09-09,TikTok Ads,Back to School - TikTok Ads,1509.3,4989,79816,587,94057.67
2025-09-09,Affiliate,New Customer Acquisition - Affiliate,1146.83,5785,79443,114,4650.79
10/09/2025,Google Ads,Back to School - Google Ads,2159.23,1156,71855,73,12287.47
10/09/2025,Email,Flash Promo - Email,264.66,3683,56581,185,23184.1
10/09/2025,TikTok Ads,VIP Retargeting - TikTok Ads,1095.22,3539,56961,272,44363.66
11/09/2025,Meta Ads,Summer Deals - Meta Ads,1941.18,711,30128,79,11929.32
2025-09-11,Email,Back to School - Email,2198.67,1014,16390,65,6346.82
2025-09-12,Email,New Customer Acquisition - Email,387.72,1794,42769,198,21936.05
12/09/2025,TikTok Ads,New Customer Acquisition - TikTok Ads,646.89,3217,13223,125,20084.88
12/09/2025,Affiliate,Flash Promo - Affiliate,1786.94,3019,33692,119,10235.23
2025-09-13,Google Ads,Winter Sale - Google Ads,1139.34,5278,36570,177,28561.87
13/09/2025,Meta Ads,VIP Retargeting - Meta Ads,1687.79,5068,71619,125,15931.9
2025-09-13,Email,VIP Retargeting - Email,894.55,4172,60822,357,34772.75
13/09/2025,TikTok Ads,Summer Deals - TikTok Ads,932.55,3530,41564,0,0.0
09-13-2025,Affiliate,Flash Promo - Affiliate,304.31,2650,48317,183,10119.84
2025-09-14,Google Ads,Flash Promo - Google Ads,637.1,267,72558,23,2061.02
14/09/2025,Meta Ads,New Customer Acquisition - Meta Ads,1666.9,1164,69424,57,6308.2
2025-09-14,Email,VIP Retargeting - Email,2250.46,283,76206,24,2861.6
14/09/2025,TikTok Ads,Holiday Campaign - TikTok Ads,338.27,1594,47501,36,6062.29
14/09/2025,Affiliate,Winter Sale - Affiliate,974.71,1929,75544,210,17445.82
2025-09-15,Google Ads,VIP Retargeting - Google Ads,2033.86,4055,76601,468,23032.82
15/09/2025,Meta Ads,VIP Retargeting - Meta Ads,1152.72,4910,18195,32,2451.41
2025-09-15,Email,Summer Deals - Email,1771.46,603,62627,59,6958.26
15/09/2025,TikTok Ads,Winter Sale - TikTok Ads,328.39,2265,43729,89,14344.84
09-15-2025,Affiliate,VIP Retargeting - Affiliate,634.98,5065,25465,414,25260.95
16/09/2025,Google Ads,VIP Retargeting - Google Ads,710.98,3989,80091,253,13591.02
09-16-2025,TikTok Ads,Back to School - TikTok Ads,1436.89,5581,27527,541,93072.13
17/09/2025,Google Ads,New Customer Acquisition - Google Ads,1938.34,1395,86860,75,9822.45
2025-09-17,Meta Ads,Back to School - Meta Ads,1130.94,3655,11973,38,6810.42
09-18-2025,Google Ads,Summer Deals - Google Ads,1842.34,2048,71702,0,0.0
2025-09-18,Meta Ads,Winter Sale - Meta Ads,105.15,3397,55650,155,21827.71
18/09/2025,Email,VIP Retargeting - Email,2226.92,733,77243,12,1053.36
2025-09-18,TikTok Ads,Holiday Campaign - TikTok Ads,1063.96,2176,14378,228,27917.32
09-18-2025,Affiliate,Back to School - Affiliate,2291.11,276,45020,0,0.0
2025-09-19,Google Ads,VIP Retargeting - Google Ads,591.68,1052,14651,45,5833.73
2025-09-19,Email,VIP Retargeting - Email,2433.1,624,56387,7,363.59
