return_id,order_id,product_id,return_date,return_reason,refunded_amount
RET-000756,ORD-007098,PROD-0141,08-19-2025,Changed mind,210.99
RET-000757,ORD-006691,PROD-0129,11-16-2025,Wrong size,382.95
RET-000758,ORD-006947,PROD-0146,2026-01-20,Product not as described,2195.17
RET-000759,ORD-000762,PROD-0008,2025-05-02,Wrong size,928.44
RET-000760,ORD-007532,PROD-0022,2025-07-25,Product not as described,372.58
RET-000761,ORD-018623,PROD-0034,2026-01-26,Product not as described,392.06
RET-000762,ORD-002658,PROD-0086,10/03/2025,Product not as described,529.74
RET-000763,ORD-007998,PROD-0120,10-09-2025,Damaged item,51.63
RET-000764,ORD-006710,PROD-0024,2025-02-27,Product not as described,680.01
RET-000765,ORD-007958,PROD-0174,26/04/2025,Damaged item,40.89
RET-000766,ORD-000250,PROD-0088,15/10/2025,Damaged item,269.88
RET-000767,ORD-009817,PROD-0017,21/09/2025,Changed mind,169.76
RET-000768,ORD-018547,PROD-0110,20/08/2025,Late delivery,284.0
RET-000769,ORD-009036,PROD-0041,06/03/2025,Product not as described,181.95
RET-000770,ORD-021069,PROD-0161,11-15-2025,Changed mind,176.74
RET-000771,ORD-011339,PROD-0040,12-17-2025,Wrong size,156.92
RET-000772,ORD-021120,PROD-0138,01/07/2025,Changed mind,913.32
RET-000773,ORD-013621,PROD-0168,10/12/2025,Defective product,269.65
RET-000774,ORD-020124,PROD-0140,19/10/2025,Product not as described,234.17
RET-000775,ORD-000660,PROD-0161,12-31-2025,Product not as described,48.81
RET-000776,ORD-010931,PROD-0112,2025-02-15,Late delivery,1173.44
RET-000777,ORD-004203,PROD-0022,2025-10-26,Late delivery,591.49
RET-000778,ORD-019777,PROD-0166,2025-11-28,Late delivery,259.4
RET-000779,ORD-012877,PROD-0045,2025-03-01,Wrong size,209.68
RET-000780,ORD-014762,PROD-0081,01-24-2026,Late delivery,193.09
RET-000781,ORD-002077,PROD-0159,05-17-2025,Product not as described,251.98
RET-000782,ORD-020290,PROD-0077,09/11/2025,Late delivery,21.61
RET-000783,ORD-003053,PROD-0027,02-04-2025,Defective product,39.6
RET-000784,ORD-005396,PROD-0091,2025-11-13,Defective product,618.02
RET-000785,ORD-005692,PROD-0085,2026-01-05,Wrong size,160.42
RET-000786,ORD-014028,PROD-0044,24/08/2025,Changed mind,125.53
RET-000787,ORD-024453,PROD-0157,05-24-2025,Product not as described,32.36
RET-000788,ORD-023286,PROD-0064,01-11-2025,Late delivery,218.48
RET-000789,ORD-002332,PROD-0099,09-23-2025,Wrong size,273.12
RET-000790,ORD-006538,PROD-0090,05-23-2025,Wrong size,265.83
RET-000791,ORD-010522,PROD-0122,2025-11-09,Product not as described,365.92
RET-000792,ORD-012185,PROD-0072,2025-11-05,Changed mind,747.95
RET-000793,ORD-016368,PROD-0126,06-21-2025,Late delivery,123.75
RET-000794,ORD-007135,PROD-0056,2025-12-20,Product not as described,828.15
RET-000795,ORD-003408,PROD-0016,04/09/2025,Changed mind,853.24
RET-000796,ORD-019486,PROD-0050,11-02-2025,Defective product,392.99
RET-000797,ORD-024825,PROD-0082,05-01-2025,Changed mind,123.81
RET-000798,ORD-017528,PROD-0075,11/08/2025,Defective product,74.09
RET-000799,ORD-016129,PROD-0151,30/09/2025,Defective product,59.18
RET-000800,ORD-000443,PROD-0123,2025-05-19,Product not as described,758.1
RET-000801,ORD-020450,PROD-0025,2025-03-28,Changed mind,338.56
RET-000802,ORD-016287,PROD-0013,2025-03-04,Damaged item,1189.42
RET-000803,ORD-011314,PROD-0073,13/12/2025,Changed mind,1284.39
RET-000804,ORD-012299,PROD-0110,2025-11-10,Defective product,236.69
RET-000805,ORD-024915,PROD-0051,2025-10-10,Changed mind,176.16
RET-000806,ORD-015224,PROD-0069,02/03/2025,Defective product,103.99
RET-000807,ORD-013884,PROD-0117,2025-02-26,Late delivery,223.72
RET-000808,ORD-010658,PROD-0158,03-09-2025,Product not as described,856.12
RET-000809,ORD-015789,PROD-0055,2025-06-20,Wrong size,728.04
RET-000810,ORD-024614,PROD-0047,02/10/2025,Wrong size,62.62
RET-000811,ORD-016029,PROD-0042,02-06-2025,Changed mind,36.48
RET-000812,ORD-019962,PROD-0149,2025-05-11,Wrong size,211.77
RET-000813,ORD-013925,PROD-0001,10/10/2025,Late delivery,404.34
RET-000814,ORD-007602,PROD-0009,01-13-2026,Late delivery,115.14
RET-000815,ORD-001658,PROD-0170,2025-09-24,Defective product,321.77
RET-000816,ORD-024319,PROD-0091,09/03/2025,Damaged item,255.7
RET-000817,ORD-009663,PROD-0034,09-18-2025,Defective product,312.35
RET-000818,ORD-004404,PROD-0057,04-21-2025,Product not as described,510.03
RET-000819,ORD-017591,PROD-0144,12-12-2025,Changed mind,92.34
RET-000820,ORD-000625,PROD-0046,11/12/2025,Changed mind,88.58
RET-000821,ORD-005366,PROD-0168,07-26-2025,Damaged item,449.42
RET-000822,ORD-000822,PROD-0159,01-28-2026,Late delivery,338.82
RET-000823,ORD-014508,PROD-0134,14/08/2025,Damaged item,19.07
RET-000824,ORD-000065,PROD-0051,2025-06-24,Changed mind,135.52
RET-000825,ORD-000362,PROD-0067,26/04/2025,Wrong size,2077.64
RET-000826,ORD-006695,PROD-0044,21/07/2025,Wrong size,75.98
RET-000827,ORD-006510,PROD-0010,11-06-2025,Product not as described,488.56
RET-000828,ORD-007145,PROD-0094,08-01-2025,Changed mind,351.67
RET-000829,ORD-019177,PROD-0049,05-15-2025,Wrong size,409.05
RET-000830,ORD-002521,PROD-0030,2025-05-04,Late delivery,420.08
RET-000831,ORD-005985,PROD-0071,07/08/2025,Damaged item,299.86
RET-000832,ORD-018398,PROD-0054,30/01/2025,Late delivery,165.66
RET-000833,ORD-002130,PROD-0124,10-12-2025,Damaged item,1148.89
RET-000834,ORD-009479,PROD-0157,2025-09-18,Late delivery,110.69
RET-000835,ORD-001313,PROD-0017,23/10/2025,Changed mind,90.66
RET-000836,ORD-010033,PROD-0015,02-02-2025,Product not as described,149.75
RET-000837,ORD-023844,PROD-0152,28/12/2025,Product not as described,653.79
RET-000838,ORD-018139,PROD-0143,12-22-2025,Damaged item,190.71
RET-000839,ORD-001916,PROD-0075,2025-12-16,Product not as described,41.41
RET-000840,ORD-023141,PROD-0051,08/09/2025,Damaged item,292.54
RET-000841,ORD-007656,PROD-0072,2025-12-17,Damaged item,543.78
RET-000842,ORD-011408,PROD-0131,2025-11-25,Late delivery,330.48
RET-000843,ORD-009372,PROD-0135,09-03-2025,Product not as described,541.48
RET-000844,ORD-021547,PROD-0138,04-28-2025,Product not as described,326.37
RET-000845,ORD-022678,PROD-0094,2025-03-14,Product not as described,901.56
RET-000846,ORD-017234,PROD-0003,01/06/2025,Wrong size,1636.95
RET-000847,ORD-007482,PROD-0159,05-07-2025,Damaged item,597.02
RET-000848,ORD-016742,PROD-0101,2025-12-10,Product not as described,165.44
RET-000849,ORD-018690,PROD-0074,09-20-2025,Wrong size,148.35
RET-000850,ORD-000527,PROD-0115,12-13-2025,Wrong size,153.54
RET-000851,ORD-012720,PROD-0160,12-09-2025,Damaged item,300.9
RET-000852,ORD-024020,PROD-0173,2025-07-14,Product not as described,46.03
RET-000853,ORD-019137,PROD-0112,2025-05-27,Wrong size,355.43
RET-000854,ORD-020271,PROD-0067,07-22-2025,Product not as described,403.99
RET-000855,ORD-015335,PROD-0092,11/05/2025,Damaged item,535.19
RET-000856,ORD-007142,PROD-0056,2025-03-11,Defective product,426.37
RET-000857,ORD-020621,PROD-0063,2025-05-01,Damaged item,29.73
RET-000858,ORD-004530,PROD-0096,10-13-2025,Late delivery,99.32
RET-000859,ORD-007414,PROD-0055,2025-09-08,Late delivery,384.45
RET-000860,ORD-017041,PROD-0051,2025-03-09,Damaged item,173.5
RET-000861,ORD-003530,PROD-0128,03/02/2025,Wrong size,286.49
RET-000862,ORD-000130,PROD-0084,04-09-2025,Late delivery,185.06
RET-000863,ORD-012845,PROD-0086,10/10/2025,Defective product,1047.58
RET-000864,ORD-014081,PROD-0075,09/09/2025,Defective product,42.85
RET-000865,ORD-008006,PROD-0050,25/11/2025,Product not as described,309.77
RET-000866,ORD-001762,PROD-0119,2025-04-30,Defective product,460.84
RET-000867,ORD-022165,PROD-0044,12-19-2025,Late delivery,278.1
RET-000868,ORD-003748,PROD-0120,2025-05-08,Defective product,492.14
RET-000869,ORD-014896,PROD-0008,2025-11-08,Wrong size,463.3
RET-000870,ORD-002378,PROD-0125,03/02/2026,Wrong size,127.3
RET-000871,ORD-002612,PROD-0033,01-12-2026,Damaged item,11.17
RET-000872,ORD-024149,PROD-0020,2025-03-03,Product not as described,607.04
RET-000873,ORD-017911,PROD-0031,10-15-2025,Product not as described,1297.75
RET-000874,ORD-000617,PROD-0025,01/09/2025,Late delivery,145.04
RET-000875,ORD-008259,PROD-0035,09-13-2025,Product not as described,911.13
RET-000876,ORD-011904,PROD-0085,2025-07-08,Product not as described,381.57
RET-000877,ORD-020711,PROD-0051,12-22-2025,Late delivery,147.94
RET-000878,ORD-011637,PROD-0152,14/09/2025,Changed mind,553.48
RET-000879,ORD-004900,PROD-0020,2025-02-05,Changed mind,426.25
RET-000880,ORD-016431,PROD-0022,05/07/2025,Product not as described,264.16
RET-000881,ORD-003393,PROD-0114,2025-10-24,Defective product,610.09
RET-000882,ORD-000031,PROD-0038,11-15-2025,Wrong size,521.57
RET-000883,ORD-022873,PROD-0023,2025-05-24,Product not as described,606.09
RET-000884,ORD-004124,PROD-0039,07/02/2025,Late delivery,205.34
RET-000885,ORD-002373,PROD-0065,21/05/2025,Wrong size,154.02
RET-000886,ORD-011444,PROD-0163,2025-12-27,Late delivery,444.71
RET-000887,ORD-016538,PROD-0144,09-10-2025,Product not as described,114.74
RET-000888,ORD-014876,PROD-0135,06-19-2025,Damaged item,549.92
RET-000889,ORD-020918,PROD-0136,04-13-2025,Changed mind,489.78
RET-000890,ORD-002409,PROD-0024,06/07/2025,Defective product,205.32
RET-000891,ORD-003498,PROD-0059,29/01/2025,Wrong size,210.38
RET-000892,ORD-016751,PROD-0057,11-07-2025,Damaged item,652.55
RET-000893,ORD-010724,PROD-0067,2025-10-26,Changed mind,897.79
RET-000894,ORD-024793,PROD-0167,06-25-2025,Damaged item,258.8
RET-000895,ORD-001871,PROD-0091,2025-06-28,Product not as described,589.95
RET-000896,ORD-023280,PROD-0167,02-11-2026,Wrong size,99.4
RET-000897,ORD-016556,PROD-0016,2026-02-01,Defective product,215.02
RET-000898,ORD-004103,PROD-0141,02-08-2025,Changed mind,589.47
RET-000899,ORD-024381,PROD-0141,06-19-2025,Defective product,646.49
RET-000900,ORD-009743,PROD-0090,05/10/2025,Wrong size,505.64
RET-000901,ORD-019912,PROD-0057,2025-08-31,Defective product,420.67
RET-000902,ORD-023075,PROD-0113,28/09/2025,Changed mind,241.54
RET-000903,ORD-009667,PROD-0015,2025-07-21,Damaged item,220.51
RET-000904,ORD-009094,PROD-0081,03-27-2025,Changed mind,1327.83
RET-000905,ORD-016691,PROD-0150,26/04/2025,Late delivery,255.98
RET-000906,ORD-021619,PROD-0170,23/07/2025,Late delivery,334.65
RET-000907,ORD-018588,PROD-0065,2025-07-15,Changed mind,207.59
RET-000908,ORD-009786,PROD-0085,07-26-2025,Product not as described,108.2
RET-000909,ORD-006818,PROD-0087,2025-08-17,Late delivery,108.09
RET-000910,ORD-021575,PROD-0133,08-09-2025,Wrong size,542.43
RET-000911,ORD-003411,PROD-0103,10-17-2025,Defective product,230.67
RET-000912,ORD-010319,PROD-0014,09-13-2025,Defective product,389.46
RET-000913,ORD-001707,PROD-0102,10-28-2025,Defective product,308.42
RET-000914,ORD-013456,PROD-0054,2025-01-23,Wrong size,177.22
RET-000915,ORD-009867,PROD-0133,05/03/2025,Defective product,498.68
RET-000916,ORD-011813,PROD-0039,2025-04-06,Changed mind,817.02
RET-000917,ORD-001605,PROD-0121,05-31-2025,Defective product,271.59
RET-000918,ORD-002642,PROD-0134,06-17-2025,Damaged item,22.04
RET-000919,ORD-015062,PROD-0060,12-15-2025,Damaged item,108.68
RET-000920,ORD-009007,PROD-0008,26/05/2025,Product not as described,744.91
RET-000921,ORD-004807,PROD-0084,2025-07-06,Defective product,449.32
RET-000922,ORD-014374,PROD-0011,08-05-2025,Late delivery,153.61
RET-000923,ORD-005671,PROD-0016,2025-10-11,Changed mind,324.62
RET-000924,ORD-002296,PROD-0151,03-16-2025,Late delivery,27.88
RET-000925,ORD-010588,PROD-0135,2025-11-16,Damaged item,222.4
RET-000926,ORD-013660,PROD-0062,03/02/2025,Changed mind,298.22
RET-000927,ORD-017049,PROD-0070,2025-10-28,Product not as described,1115.57
RET-000928,ORD-006228,PROD-0105,2025-07-18,Late delivery,665.11
RET-000929,ORD-003458,PROD-0131,01/10/2025,Damaged item,270.85
RET-000930,ORD-004949,PROD-0030,04-23-2025,Defective product,662.68
RET-000931,ORD-016110,PROD-0079,07-13-2025,Changed mind,407.73
RET-000932,ORD-023584,PROD-0028,2025-08-25,Wrong size,1360.22
RET-000933,ORD-022564,PROD-0128,2025-08-23,Product not as described,156.16
RET-000934,ORD-001728,PROD-0093,27/05/2025,Defective product,434.2
RET-000935,ORD-009881,PROD-0176,04-26-2025,Late delivery,194.35
RET-000936,ORD-006879,PROD-0085,30/03/2025,Damaged item,286.82
RET-000937,ORD-022681,PROD-0167,25/07/2025,Wrong size,115.15
RET-000938,ORD-001806,PROD-0128,01/04/2025,Changed mind,257.34
RET-000939,ORD-011947,PROD-0160,20/08/2025,Changed mind,140.64
RET-000940,ORD-021701,PROD-0105,19/04/2025,Changed mind,345.12
RET-000941,ORD-003929,PROD-0096,2025-09-22,Late delivery,102.68
RET-000942,ORD-023561,PROD-0051,24/06/2025,Wrong size,166.19
RET-000943,ORD-016544,PROD-0075,06-07-2025,Defective product,34.31
RET-000944,ORD-014039,PROD-0070,28/03/2025,Changed mind,430.17
RET-000945,ORD-012710,PROD-0056,18/11/2025,Late delivery,716.64
RET-000946,ORD-024143,PROD-0107,2025-03-09,Changed mind,166.39
RET-000947,ORD-017877,PROD-0031,07-03-2025,Product not as described,548.19
RET-000948,ORD-021330,PROD-0051,2025-03-21,Damaged item,141.71
RET-000949,ORD-002000,PROD-0064,2026-01-14,Damaged item,221.67
RET-000950,ORD-010020,PROD-0067,30/08/2025,Late delivery,410.08
RET-000951,ORD-016523,PROD-0009,12-27-2025,Changed mind,65.72
RET-000952,ORD-006179,PROD-0165,2026-01-23,Damaged item,448.12
RET-000953,ORD-021499,PROD-0124,05-11-2025,Damaged item,1494.45
RET-000954,ORD-014831,PROD-0109,07-13-2025,Defective product,230.69
RET-000955,ORD-010345,PROD-0011,2025-09-26,Product not as described,166.21
RET-000956,ORD-016436,PROD-0148,09-30-2025,Defective product,195.16
RET-000957,ORD-013005,PROD-0103,09-26-2025,Changed mind,112.1
RET-000958,ORD-020312,PROD-0005,2025-04-20,Changed mind,229.99
RET-000959,ORD-023951,PROD-0028,2025-11-24,Defective product,452.53
RET-000960,ORD-022862,PROD-0114,2025-03-26,Wrong size,547.76
RET-000961,ORD-013046,PROD-0076,08-05-2025,Wrong size,711.33
RET-000962,ORD-021729,PROD-0001,05/08/2025,Late delivery,131.2
RET-000963,ORD-012608,PROD-0124,2025-04-04,Changed mind,420.9
RET-000964,ORD-007549,PROD-0029,01-08-2026,Defective product,228.62
RET-000965,ORD-007170,PROD-0018,06-22-2025,Damaged item,829.99
RET-000966,ORD-012225,PROD-0004,08-28-2025,Wrong size,397.8
RET-000967,ORD-005040,PROD-0062,09-14-2025,Defective product,116.89
RET-000968,ORD-013048,PROD-0092,2025-11-14,Defective product,1116.77
RET-000969,ORD-002691,PROD-0100,01-14-2026,Damaged item,1718.06
RET-000970,ORD-013438,PROD-0137,16/07/2025,Product not as described,121.8
RET-000971,ORD-018774,PROD-0154,12/04/2025,Late delivery,455.9
RET-000972,ORD-009540,PROD-0019,03/07/2025,Product not as described,169.88
RET-000973,ORD-007431,PROD-0075,12-07-2025,Product not as described,134.37
RET-000974,ORD-003840,PROD-0066,2026-01-15,Damaged item,369.89
RET-000975,ORD-007339,PROD-0121,08-08-2025,Damaged item,446.48
RET-000976,ORD-019063,PROD-0137,03-02-2025,Damaged item,648.12
RET-000977,ORD-003709,PROD-0050,03-28-2025,Product not as described,690.46
RET-000978,ORD-002197,PROD-0130,22/09/2025,Defective product,179.53
RET-000979,ORD-018240,PROD-0069,12-24-2025,Product not as described,236.18
RET-000980,ORD-003894,PROD-0124,26/06/2025,Defective product,747.54
RET-000981,ORD-001353,PROD-0104,08-20-2025,Product not as described,433.08
RET-000982,ORD-012724,PROD-0085,11-14-2025,Late delivery,167.44
RET-000983,ORD-009658,PROD-0170,2025-07-03,Wrong size,458.32
RET-000984,ORD-002696,PROD-0010,01-17-2026,Changed mind,432.45
RET-000985,ORD-013688,PROD-0149,2025-09-30,Damaged item,85.37
RET-000986,ORD-011597,PROD-0099,2025-10-03,Product not as described,600.42
RET-000987,ORD-011018,PROD-0134,2025-12-24,Product not as described,15.79
RET-000988,ORD-021561,PROD-0100,02-22-2025,Defective product,335.03
RET-000989,ORD-002359,PROD-0087,2025-08-16,Late delivery,193.0
RET-000990,ORD-000427,PROD-0167,03-24-2025,Damaged item,184.12
RET-000991,ORD-015153,PROD-0104,2025-02-28,Damaged item,203.86
RET-000992,ORD-019200,PROD-0077,27/02/2025,Wrong size,25.54
RET-000993,ORD-005537,PROD-0112,2025-08-25,Damaged item,598.66
RET-000994,ORD-013482,PROD-0041,06-22-2025,Late delivery,154.26
RET-000995,ORD-005200,PROD-0164,07-25-2025,Damaged item,252.21
RET-000996,ORD-001325,PROD-0087,06-08-2025,Wrong size,46.63
RET-000997,ORD-015706,PROD-0130,2025-08-10,Late delivery,331.97
RET-000998,ORD-005285,PROD-0050,2025-10-07,Changed mind,1234.4
RET-000999,ORD-002375,PROD-0126,2025-07-26,Damaged item,116.26
RET-001000,ORD-012217,PROD-0019,12-20-2025,Wrong size,120.87
RET-001001,ORD-000603,PROD-0150,2025-10-10,Damaged item,129.34
RET-001002,ORD-021033,PROD-0172,03-09-2025,Damaged item,168.4
RET-001003,ORD-011796,PROD-0067,2025-10-20,Product not as described,494.84
RET-001004,ORD-006929,PROD-0175,12-21-2025,Damaged item,273.67
RET-001005,ORD-021341,PROD-0136,10-27-2025,Changed mind,1399.01
RET-001006,ORD-017901,PROD-0055,2025-02-16,Late delivery,295.62
RET-001007,ORD-016949,PROD-0144,29/03/2025,Changed mind,111.48
RET-001008,ORD-022851,PROD-0089,12-19-2025,Changed mind,257.06
RET-001009,ORD-008843,PROD-0156,29/05/2025,Changed mind,123.41
RET-001010,ORD-018486,PROD-0070,2025-01-11,Changed mind,611.06
RET-001011,ORD-009040,PROD-0103,02-01-2026,Product not as described,86.98
RET-001012,ORD-002115,PROD-0108,06-07-2025,Changed mind,1002.16
RET-001013,ORD-021755,PROD-0001,12-03-2025,Late delivery,129.95
RET-001014,ORD-013792,PROD-0032,02/09/2025,Damaged item,714.88
RET-001015,ORD-004976,PROD-0052,12-01-2025,Damaged item,88.25
RET-001016,ORD-017305,PROD-0169,2025-06-28,Late delivery,495.02
RET-001017,ORD-023160,PROD-0038,08/09/2025,Damaged item,233.78
RET-001018,ORD-018926,PROD-0112,07-07-2025,Product not as described,193.88
RET-001019,ORD-000712,PROD-0099,10-16-2025,Wrong size,175.49
RET-001020,ORD-019458,PROD-0127,2025-10-02,Product not as described,337.7
RET-001021,ORD-001397,PROD-0160,08-07-2025,Changed mind,82.12
RET-001022,ORD-000060,PROD-0036,23/03/2025,Changed mind,472.96
RET-001023,ORD-008228,PROD-0107,2026-01-07,Changed mind,282.84
RET-001024,ORD-003713,PROD-0106,2025-08-20,Changed mind,291.99
RET-001025,ORD-011399,PROD-0111,2025-02-22,Damaged item,67.33
RET-001026,ORD-006101,PROD-0011,2025-12-12,Wrong size,329.16
RET-001027,ORD-008756,PROD-0090,27/12/2025,Defective product,194.4
RET-001028,ORD-010671,PROD-0031,10/06/2025,Defective product,1861.05
RET-001029,ORD-022321,PROD-0034,16/01/2026,Late delivery,448.13
RET-001030,ORD-023968,PROD-0016,22/01/2026,Product not as described,256.79
RET-001031,ORD-017372,PROD-0128,01/05/2025,Changed mind,418.55
RET-001032,ORD-002968,PROD-0077,19/11/2025,Damaged item,9.24
RET-001033,ORD-015251,PROD-0121,05-11-2025,Changed mind,328.66
RET-001034,ORD-002992,PROD-0017,09-08-2025,Defective product,96.85
RET-001035,ORD-011305,PROD-0169,2025-05-31,Damaged item,627.12
RET-001036,ORD-016908,PROD-0122,2025-03-17,Product not as described,427.57
RET-001037,ORD-006753,PROD-0149,05-08-2025,Defective product,97.06
RET-001038,ORD-022521,PROD-0177,09/11/2025,Late delivery,1883.76
RET-001039,ORD-024553,PROD-0007,2025-09-16,Defective product,288.41
RET-001040,ORD-005279,PROD-0102,16/09/2025,Wrong size,191.32
RET-001041,ORD-008869,PROD-0089,2025-10-06,Wrong size,242.48
RET-001042,ORD-014909,PROD-0047,2025-04-23,Product not as described,37.01
RET-001043,ORD-014601,PROD-0160,07-08-2025,Late delivery,259.43
RET-001044,ORD-022723,PROD-0176,15/11/2025,Damaged item,1021.3
RET-001045,ORD-003605,PROD-0068,2025-06-20,Product not as described,129.87
RET-001046,ORD-019225,PROD-0071,07/07/2025,Wrong size,509.81
RET-001047,ORD-002252,PROD-0058,2026-01-13,Late delivery,277.67
RET-001048,ORD-010699,PROD-0108,26/03/2025,Changed mind,299.94
RET-001049,ORD-022168,PROD-0143,03/12/2025,Product not as described,107.25
RET-001050,ORD-002744,PROD-0145,16/09/2025,Changed mind,0.0
RET-001051,ORD-023998,PROD-0174,2025-12-13,Late delivery,75.62
RET-001052,ORD-023502,PROD-0116,04-06-2025,Late delivery,247.01
RET-001053,ORD-014102,PROD-0029,08/04/2025,Product not as described,442.66
RET-001054,ORD-004066,PROD-0176,2025-06-16,Defective product,1138.53
RET-001055,ORD-020529,PROD-0138,20/01/2025,Product not as described,512.52
RET-001056,ORD-012625,PROD-0053,24/03/2025,Wrong size,24.7
RET-001057,ORD-011126,PROD-0039,2025-08-11,Defective product,349.38
RET-001058,ORD-024060,PROD-0013,12-30-2025,Wrong size,514.1
RET-001059,ORD-001346,PROD-0131,13/11/2025,Defective product,1013.54
RET-001060,ORD-019765,PROD-0073,08-12-2025,Defective product,849.17
RET-001061,ORD-017861,PROD-0087,10/06/2025,Changed mind,303.21
RET-001062,ORD-008078,PROD-0140,05-22-2025,Product not as described,106.52
RET-001063,ORD-010673,PROD-0104,2025-10-27,Defective product,638.94
RET-001064,ORD-013860,PROD-0001,01-03-2026,Wrong size,152.92
RET-001065,ORD-002682,PROD-0107,2025-12-23,Damaged item,233.32
RET-001066,ORD-007753,PROD-0022,10/02/2026,Wrong size,1861.2
RET-001067,ORD-002114,PROD-0064,01-13-2026,Damaged item,575.84
RET-001068,ORD-006238,PROD-0158,08/01/2026,Late delivery,772.72
RET-001069,ORD-008322,PROD-0135,11-29-2025,Defective product,910.6
RET-001070,ORD-012520,PROD-0012,2025-12-26,Defective product,226.66
RET-001071,ORD-015801,PROD-0044,2025-05-29,Changed mind,196.62
RET-001072,ORD-024926,PROD-0017,12-01-2025,Defective product,176.22
RET-001073,ORD-019180,PROD-0046,27/12/2025,Damaged item,83.93
RET-001074,ORD-008318,PROD-0143,06/11/2025,Product not as described,496.29
RET-001075,ORD-017353,PROD-0121,10-30-2025,Product not as described,290.5
RET-001076,ORD-020523,PROD-0090,2025-09-19,Late delivery,317.38
RET-001077,ORD-018235,PROD-0034,2025-05-08,Damaged item,594.89
RET-001078,ORD-003909,PROD-0051,22/11/2025,Late delivery,153.46
RET-001079,ORD-012107,PROD-0007,2025-08-21,Wrong size,378.46
RET-001080,ORD-016104,PROD-0059,02/01/2026,Defective product,676.86
RET-001081,ORD-024959,PROD-0175,2025-03-05,Defective product,450.07
RET-001082,ORD-019333,PROD-0132,16/05/2025,Defective product,268.6
RET-001083,ORD-008487,PROD-0066,02-16-2025,Product not as described,1132.24
RET-001084,ORD-002476,PROD-0158,21/08/2025,Product not as described,228.06
RET-001085,ORD-012824,PROD-0032,02/06/2025,Product not as described,306.39
RET-001086,ORD-024863,PROD-0177,2025-04-21,Product not as described,441.41
RET-001087,ORD-003497,PROD-0103,2025-11-09,Wrong size,101.84
RET-001088,ORD-005517,PROD-0118,2025-02-14,Changed mind,16.3
RET-001089,ORD-019163,PROD-0117,06-01-2025,Wrong size,432.78
RET-001090,ORD-013996,PROD-0077,17/12/2025,Product not as described,21.9
RET-001091,ORD-022156,PROD-0027,2025-07-28,Changed mind,25.52
RET-001092,ORD-021899,PROD-0072,02-13-2025,Late delivery,247.86
RET-001093,ORD-002216,PROD-0028,06-25-2025,Wrong size,542.27
RET-001094,ORD-001079,PROD-0027,01-01-2026,Damaged item,35.01
RET-001095,ORD-023117,PROD-0175,07-07-2025,Wrong size,442.17
RET-001096,ORD-012959,PROD-0052,2025-03-14,Product not as described,303.35
RET-001097,ORD-003956,PROD-0051,07-20-2025,Damaged item,222.82
RET-001098,ORD-023308,PROD-0179,2025-10-21,Changed mind,155.26
RET-001099,ORD-014218,PROD-0045,05-17-2025,Wrong size,126.69
RET-001100,ORD-023830,PROD-0169,08-23-2025,Defective product,671.78
RET-001101,ORD-018716,PROD-0064,06/05/2025,Changed mind,616.93
RET-001102,ORD-016790,PROD-0172,2025-05-05,Defective product,210.68
RET-001103,ORD-006044,PROD-0140,2025-04-13,Late delivery,50.59
RET-001104,ORD-013944,PROD-0005,04-06-2025,Product not as described,132.38
RET-001105,ORD-006409,PROD-0084,2025-06-10,Changed mind,229.67
RET-001106,ORD-011378,PROD-0081,2025-03-27,Product not as described,419.24
RET-001107,ORD-000303,PROD-0054,08-25-2025,Wrong size,547.89
RET-001108,ORD-011932,PROD-0007,2025-08-13,Defective product,504.02
RET-001109,ORD-003352,PROD-0122,2025-05-14,Defective product,372.89
RET-001110,ORD-011683,PROD-0180,10-07-2025,Defective product,343.86
RET-001111,ORD-021149,PROD-0137,03-16-2025,Defective product,478.32
RET-001112,ORD-009690,PROD-0149,14/02/2025,Defective product,132.79
RET-001113,ORD-003316,PROD-0135,18/07/2025,Changed mind,389.82
RET-001114,ORD-003491,PROD-0127,11-05-2025,Changed mind,310.0
RET-001115,ORD-010820,PROD-0058,10-17-2025,Late delivery,996.91
RET-001116,ORD-019395,PROD-0148,05-17-2025,Product not as described,35.95
RET-001117,ORD-023730,PROD-0034,08-27-2025,Defective product,786.08
RET-001118,ORD-015007,PROD-0111,14/07/2025,Changed mind,101.69
RET-001119,ORD-005942,PROD-0068,2025-06-19,Changed mind,45.0
RET-001120,ORD-002126,PROD-0118,04-30-2025,Damaged item,34.99
RET-001121,ORD-010426,PROD-0070,26/04/2025,Changed mind,334.77
RET-001122,ORD-013040,PROD-0002,06-12-2025,Damaged item,61.92
RET-001123,ORD-006230,PROD-0077,2025-07-25,Late delivery,19.13
RET-001124,ORD-024059,PROD-0017,25/09/2025,Wrong size,59.68
RET-001125,ORD-000704,PROD-0125,2025-10-25,Damaged item,737.82
RET-001126,ORD-012183,PROD-0017,24/04/2025,Late delivery,236.9
RET-001127,ORD-006795,PROD-0161,07-26-2025,Wrong size,65.88
RET-001128,ORD-019997,PROD-0055,01/11/2025,Damaged item,759.62
RET-001129,ORD-000200,PROD-0174,11-18-2025,Damaged item,92.84
RET-001130,ORD-013285,PROD-0177,05-17-2025,Wrong size,1204.94
RET-001131,ORD-009411,PROD-0169,17/02/2025,Product not as described,696.13
RET-001132,ORD-001278,PROD-0059,23/01/2026,Changed mind,248.69
RET-001133,ORD-020406,PROD-0176,16/12/2025,Damaged item,247.17
